sensor_id,timestamp,nh3,h2s,voc,no2,health_environment
3,2025-01-01T06:14:00,1.3,0.0013,545.43,105.96,Fresh
3,2025-01-01T06:15:00,7.51,0.002,529.2,66.51,Noticeable
3,2025-01-01T06:16:00,6.1,0.0069,204.99,144.63,Fresh
3,2025-01-01T06:17:00,3.57,0.006,92.82,238.85,Fresh
3,2025-01-01T06:18:00,5.49,0.0004,303.21,54.33,Noticeable
3,2025-01-01T06:19:00,7.2,0.0014,143.06,13.25,Stinky
3,2025-01-01T06:20:00,0.06,0.0091,106.34,184.99,Fresh
3,2025-01-01T06:21:00,1.34,0.009,71.16,131.22,Noticeable
3,2025-01-01T06:22:00,5.42,0.0011,480.96,199.54,Noticeable
3,2025-01-01T06:23:00,8.27,0.0098,576.6,74.14,Fresh
3,2025-01-01T06:24:00,7.03,0.0048,529.23,262.15,Fresh
3,2025-01-01T06:25:00,3.7,0.0091,554.32,27.7,Fresh
3,2025-01-01T06:26:00,5.63,0.0079,402.76,165.42,Fresh
3,2025-01-01T06:27:00,5.27,0.0097,323.15,153.79,Stinky
3,2025-01-01T06:28:00,4.76,0.0084,277.4,202.15,Noticeable
3,2025-01-01T06:29:00,1.74,0.0047,517.33,168.43,Noticeable
3,2025-01-01T06:30:00,1.61,0.0032,298.33,58.61,Fresh
3,2025-01-01T06:31:00,6.92,0.0014,404.81,44.83,Fresh
3,2025-01-01T06:32:00,3.85,0.0078,317.59,291.24,Noticeable
3,2025-01-01T06:33:00,0.53,0.0089,517.64,186.3,Fresh
3,2025-01-01T06:34:00,9.22,0.004,286.15,71.7,Noticeable
3,2025-01-01T06:35:00,4.0,0.002,354.28,178.48,Noticeable
3,2025-01-01T06:36:00,4.78,0.01,237.65,91.48,Stinky
3,2025-01-01T06:37:00,0.44,0.0038,580.78,269.12,Noticeable
3,2025-01-01T06:38:00,1.07,0.0024,412.31,1.54,Stinky
3,2025-01-01T06:39:00,8.53,0.0008,572.79,217.44,Fresh
3,2025-01-01T06:40:00,6.6,0.0075,272.29,153.79,Fresh
3,2025-01-01T06:41:00,8.18,0.0023,249.42,209.08,Noticeable
3,2025-01-01T06:42:00,6.26,0.0022,137.48,242.28,Stinky
3,2025-01-01T06:43:00,4.28,0.0056,362.58,261.11,Stinky
3,2025-01-01T06:44:00,1.65,0.0039,524.39,137.0,Fresh
3,2025-01-01T06:45:00,2.57,0.007,209.12,34.78,Stinky
3,2025-01-01T06:46:00,9.94,0.0003,528.48,153.79,Stinky
3,2025-01-01T06:47:00,9.77,0.0069,74.83,33.33,Fresh
3,2025-01-01T06:48:00,6.6,0.003,567.58,292.34,Noticeable
3,2025-01-01T06:49:00,6.27,0.0037,335.54,102.29,Noticeable
3,2025-01-01T06:50:00,8.41,0.0036,135.4,258.05,Fresh
3,2025-01-01T06:51:00,3.25,0.006,422.28,290.78,Noticeable
3,2025-01-01T06:52:00,7.12,0.0023,99.86,153.79,Stinky
3,2025-01-01T06:53:00,2.77,0.004,269.29,260.5,Stinky
3,2025-01-01T06:54:00,2.57,0.0071,563.58,82.34,Noticeable
3,2025-01-01T06:55:00,1.87,0.0073,54.45,289.28,Stinky
3,2025-01-01T06:56:00,8.9,0.0058,56.66,49.84,Fresh
3,2025-01-01T06:57:00,1.09,0.0078,446.36,153.79,Noticeable
3,2025-01-01T06:58:00,6.3,0.0084,89.4,237.73,Fresh
3,2025-01-01T06:59:00,2.07,0.0071,550.99,153.79,Noticeable
3,2025-01-01T07:00:00,0.54,0.0003,323.29,132.4,Fresh
3,2025-01-01T07:01:00,8.51,0.0075,595.05,122.01,Fresh
3,2025-01-01T07:02:00,0.04,0.009,559.35,150.83,Stinky
3,2025-01-01T07:03:00,1.99,0.0029,55.31,64.64,Fresh
3,2025-01-01T07:04:00,9.63,0.0017,108.38,263.0,Stinky
3,2025-01-01T07:05:00,7.71,0.0015,281.58,142.55,Fresh
3,2025-01-01T07:06:00,3.77,0.0049,230.18,190.78,Stinky
3,2025-01-01T07:07:00,0.55,0.0037,514.76,158.44,Noticeable
3,2025-01-01T07:08:00,7.01,0.0049,497.6,223.24,Noticeable
3,2025-01-01T07:09:00,1.17,0.0098,77.47,235.5,Stinky
3,2025-01-01T07:10:00,8.22,0.0072,449.87,153.79,Stinky
3,2025-01-01T07:11:00,4.09,0.0073,97.88,153.79,Noticeable
3,2025-01-01T07:12:00,9.72,0.0068,554.29,153.79,Fresh
3,2025-01-01T07:13:00,2.8,0.0062,551.81,153.79,Fresh
3,2025-01-01T07:14:00,7.62,0.0059,459.51,153.79,Noticeable
3,2025-01-01T07:15:00,7.16,0.0002,132.55,269.28,Fresh
3,2025-01-01T07:16:00,1.28,0.0028,300.89,1.97,Fresh
3,2025-01-01T07:17:00,6.13,0.0018,349.08,153.79,Noticeable
3,2025-01-01T07:18:00,2.14,0.0001,283.68,272.02,Fresh
3,2025-01-01T07:19:00,2.82,0.0015,534.22,57.25,Stinky
3,2025-01-01T07:20:00,5.99,0.0031,129.2,253.41,Fresh
3,2025-01-01T07:21:00,9.17,0.0014,238.01,267.9,Fresh
3,2025-01-01T07:22:00,6.99,0.0062,495.22,193.19,Fresh
3,2025-01-01T07:23:00,6.25,0.0078,533.02,289.15,Fresh
3,2025-01-01T07:24:00,1.62,0.0011,241.92,26.27,Stinky
3,2025-01-01T07:25:00,1.49,0.0065,329.82,153.79,Stinky
3,2025-01-01T07:26:00,6.56,0.0094,101.93,290.19,Fresh
3,2025-01-01T07:27:00,8.38,0.0057,531.9,286.02,Stinky
3,2025-01-01T07:28:00,7.28,0.0016,565.46,224.53,Stinky
3,2025-01-01T07:29:00,5.48,0.0072,140.12,216.79,Stinky
3,2025-01-01T07:30:00,7.66,0.0083,419.68,154.82,Stinky
3,2025-01-01T07:31:00,7.22,0.0023,372.74,153.79,Stinky
3,2025-01-01T07:32:00,3.19,0.0071,453.07,153.43,Fresh
3,2025-01-01T07:33:00,1.61,0.0095,200.75,254.81,Fresh
3,2025-01-01T07:34:00,2.98,0.0039,54.08,153.79,Stinky
3,2025-01-01T07:35:00,2.75,0.0012,546.46,232.72,Stinky
3,2025-01-01T07:36:00,9.88,0.008,127.52,234.01,Noticeable
3,2025-01-01T07:37:00,7.59,0.0082,379.58,57.35,Stinky
3,2025-01-01T07:38:00,2.4,0.0019,280.53,73.24,Stinky
3,2025-01-01T07:39:00,0.69,0.0056,546.45,288.04,Fresh
3,2025-01-01T07:40:00,7.07,0.0045,394.67,201.56,Fresh
3,2025-01-01T07:41:00,4.04,0.0076,233.36,257.14,Fresh
3,2025-01-01T07:42:00,6.23,0.0084,208.59,270.92,Noticeable
3,2025-01-01T07:43:00,8.53,0.0093,493.75,258.77,Noticeable
3,2025-01-01T07:44:00,6.17,0.0022,59.95,155.39,Noticeable
3,2025-01-01T07:45:00,6.97,0.004,404.61,63.88,Noticeable
3,2025-01-01T07:46:00,8.66,0.0027,525.07,91.65,Noticeable
3,2025-01-01T07:47:00,4.44,0.0074,427.84,138.9,Fresh
3,2025-01-01T07:48:00,7.2,0.0047,356.39,153.79,Noticeable
3,2025-01-01T07:49:00,4.88,0.0028,571.9,207.17,Fresh
3,2025-01-01T07:50:00,2.9,0.0052,253.08,34.09,Noticeable
3,2025-01-01T07:51:00,3.07,0.0012,89.43,153.79,Noticeable
3,2025-01-01T07:52:00,9.36,0.0022,263.2,285.38,Stinky
3,2025-01-01T07:53:00,0.06,0.0042,161.39,153.79,Stinky
3,2025-01-01T07:54:00,1.57,0.009,479.72,35.42,Fresh
3,2025-01-01T07:55:00,7.28,0.0001,99.05,61.55,Noticeable
3,2025-01-01T07:56:00,3.56,0.0039,432.09,248.64,Fresh
3,2025-01-01T07:57:00,6.99,0.0049,411.27,64.01,Fresh
3,2025-01-01T07:58:00,6.5,0.0039,301.1,230.91,Fresh
3,2025-01-01T07:59:00,9.8,0.0033,579.4,36.16,Fresh
3,2025-01-01T08:00:00,5.68,0.0096,50.84,53.02,Stinky
3,2025-01-01T08:01:00,8.91,0.0067,362.4,80.28,Fresh
3,2025-01-01T08:02:00,8.43,0.0071,279.87,128.7,Stinky
3,2025-01-01T08:03:00,3.38,0.0096,562.02,153.79,Fresh
3,2025-01-01T08:04:00,6.35,0.0044,224.83,153.79,Noticeable
3,2025-01-01T08:05:00,6.35,0.001,179.06,153.79,Noticeable
3,2025-01-01T08:06:00,6.01,0.0095,257.59,153.79,Stinky
3,2025-01-01T08:07:00,3.49,0.0058,64.58,248.88,Noticeable
3,2025-01-01T08:08:00,6.19,0.009,297.8,2.01,Fresh
3,2025-01-01T08:09:00,7.82,0.0009,393.34,20.41,Stinky
3,2025-01-01T08:10:00,8.27,0.0056,105.63,282.55,Fresh
3,2025-01-01T08:11:00,0.89,0.0029,513.83,228.98,Stinky
3,2025-01-01T08:12:00,8.66,0.0026,237.8,153.75,Noticeable
3,2025-01-01T08:13:00,7.49,0.0072,581.97,153.79,Stinky
3,2025-01-01T08:14:00,4.44,0.0034,254.59,93.98,Stinky
3,2025-01-01T08:15:00,1.15,0.0083,147.85,14.63,Fresh
3,2025-01-01T08:16:00,6.22,0.0052,537.7,153.79,Noticeable
3,2025-01-01T08:17:00,9.53,0.0072,191.85,265.32,Noticeable
3,2025-01-01T08:18:00,7.92,0.0,409.56,142.2,Fresh
3,2025-01-01T08:19:00,8.63,0.0007,72.76,153.79,Stinky
3,2025-01-01T08:20:00,4.89,0.009,546.67,153.79,Noticeable
3,2025-01-01T08:21:00,1.5,0.0069,475.03,298.89,Noticeable
3,2025-01-01T08:22:00,9.61,0.0047,189.15,280.28,Fresh
3,2025-01-01T08:23:00,8.93,0.0098,336.32,108.26,Stinky
3,2025-01-01T08:24:00,6.6,0.0024,250.78,9.91,Fresh
3,2025-01-01T08:25:00,7.79,0.0069,160.63,223.57,Fresh
3,2025-01-01T08:26:00,9.03,0.0015,83.72,140.21,Noticeable
3,2025-01-01T08:27:00,6.29,0.0067,253.18,270.3,Noticeable
3,2025-01-01T08:28:00,1.33,0.0044,551.86,153.79,Noticeable
3,2025-01-01T08:29:00,4.88,0.0065,451.96,236.58,Fresh
3,2025-01-01T08:30:00,0.76,0.0028,117.59,153.79,Stinky
3,2025-01-01T08:31:00,8.66,0.0005,440.47,17.78,Fresh
3,2025-01-01T08:32:00,1.98,0.0049,473.38,130.23,Fresh
3,2025-01-01T08:33:00,0.44,0.0049,183.36,46.46,Fresh
3,2025-01-01T08:34:00,5.14,0.0085,323.8,137.21,Noticeable
3,2025-01-01T08:35:00,0.34,0.0024,567.95,169.29,Noticeable
3,2025-01-01T08:36:00,2.55,0.0088,509.0,153.79,Noticeable
3,2025-01-01T08:37:00,8.9,0.0008,543.93,153.79,Noticeable
3,2025-01-01T08:38:00,2.93,0.0058,385.48,288.64,Fresh
3,2025-01-01T08:39:00,7.07,0.0061,491.52,232.8,Fresh
3,2025-01-01T08:40:00,9.72,0.0089,259.54,233.1,Stinky
3,2025-01-01T08:41:00,4.44,0.0036,341.4,64.04,Fresh
3,2025-01-01T08:42:00,3.1,0.0014,478.22,136.8,Noticeable
3,2025-01-01T08:43:00,0.51,0.0056,462.23,245.07,Noticeable
3,2025-01-01T08:44:00,8.47,0.007,504.77,45.38,Fresh
3,2025-01-01T08:45:00,4.23,0.0022,254.25,195.45,Fresh
3,2025-01-01T08:46:00,6.73,0.0051,262.46,46.6,Fresh
3,2025-01-01T08:47:00,8.81,0.0084,62.29,63.92,Noticeable
3,2025-01-01T08:48:00,4.68,0.0048,409.12,153.79,Fresh
3,2025-01-01T08:49:00,2.59,0.0083,358.67,57.24,Noticeable
3,2025-01-01T08:50:00,0.57,0.002,387.66,237.25,Noticeable
3,2025-01-01T08:51:00,4.51,0.0016,491.63,88.15,Fresh
3,2025-01-01T08:52:00,9.38,0.0037,82.89,90.97,Stinky
3,2025-01-01T08:53:00,9.29,0.0018,170.76,250.56,Fresh
3,2025-01-01T08:54:00,1.2,0.0002,374.55,153.79,Fresh
3,2025-01-01T08:55:00,7.72,0.0088,368.88,153.79,Fresh
3,2025-01-01T08:56:00,5.42,0.0058,515.69,198.77,Fresh
3,2025-01-01T08:57:00,5.34,0.0074,468.18,120.96,Noticeable
3,2025-01-01T08:58:00,5.9,0.0026,335.53,214.31,Stinky
3,2025-01-01T08:59:00,3.75,0.0044,314.85,296.87,Noticeable
3,2025-01-01T09:00:00,5.33,0.009,57.42,29.89,Noticeable
3,2025-01-01T09:01:00,9.94,0.0043,397.35,213.08,Stinky
3,2025-01-01T09:02:00,2.99,0.0026,567.88,38.8,Fresh
3,2025-01-01T09:03:00,9.64,0.0074,121.29,137.55,Stinky
3,2025-01-01T09:04:00,0.84,0.0009,472.8,131.91,Stinky
3,2025-01-01T09:05:00,2.49,0.0095,321.75,70.42,Noticeable
3,2025-01-01T09:06:00,1.77,0.0047,465.72,153.79,Fresh
3,2025-01-01T09:07:00,1.17,0.0065,68.61,294.53,Fresh
3,2025-01-01T09:08:00,7.89,0.0031,184.67,141.97,Fresh
3,2025-01-01T09:09:00,1.21,0.0085,146.88,153.79,Noticeable
3,2025-01-01T09:10:00,9.95,0.0089,498.55,251.76,Fresh
3,2025-01-01T09:11:00,8.88,0.0032,118.94,165.75,Fresh
3,2025-01-01T09:12:00,2.27,0.0094,322.1,174.57,Stinky
3,2025-01-01T09:13:00,9.09,0.0046,258.23,132.39,Noticeable
3,2025-01-01T09:14:00,4.21,0.0081,189.76,5.25,Stinky
3,2025-01-01T09:15:00,1.19,0.0078,532.95,276.29,Fresh
3,2025-01-01T09:16:00,3.21,0.0094,199.83,249.94,Noticeable
3,2025-01-01T09:17:00,5.73,0.0094,442.51,167.07,Noticeable
3,2025-01-01T09:18:00,2.75,0.0077,382.28,147.96,Noticeable
3,2025-01-01T09:19:00,0.4,0.0088,363.46,227.71,Noticeable
3,2025-01-01T09:20:00,6.21,0.0081,546.92,153.79,Fresh
3,2025-01-01T09:21:00,8.51,0.0059,300.19,23.67,Fresh
3,2025-01-01T09:22:00,7.63,0.0035,543.41,153.79,Noticeable
3,2025-01-01T09:23:00,0.39,0.0089,335.16,153.15,Stinky
3,2025-01-01T09:24:00,1.01,0.0036,422.2,202.77,Stinky
3,2025-01-01T09:25:00,9.44,0.0049,393.81,153.79,Noticeable
3,2025-01-01T09:26:00,3.2,0.0045,270.44,167.45,Fresh
3,2025-01-01T09:27:00,4.3,0.0026,199.29,153.79,Fresh
3,2025-01-01T09:28:00,8.34,0.0076,249.56,117.02,Noticeable
3,2025-01-01T09:29:00,4.16,0.0042,536.35,139.72,Stinky
3,2025-01-01T09:30:00,6.53,0.0013,226.99,209.6,Noticeable
3,2025-01-01T09:31:00,1.13,0.008,384.34,49.77,Noticeable
3,2025-01-01T09:32:00,0.77,0.0065,450.64,53.21,Fresh
3,2025-01-01T09:33:00,1.17,0.001,175.04,26.92,Fresh
3,2025-01-01T09:34:00,7.84,0.0057,509.11,271.87,Fresh
3,2025-01-01T09:35:00,9.41,0.01,252.67,267.18,Stinky
3,2025-01-01T09:36:00,8.37,0.0096,496.88,186.08,Stinky
3,2025-01-01T09:37:00,6.52,0.0037,337.49,283.31,Stinky
3,2025-01-01T09:38:00,6.32,0.0001,239.85,153.79,Noticeable
3,2025-01-01T09:39:00,9.15,0.0071,81.41,240.81,Noticeable
3,2025-01-01T09:40:00,1.57,0.0072,354.08,130.72,Fresh
3,2025-01-01T09:41:00,4.26,0.0089,57.25,153.79,Stinky
3,2025-01-01T09:42:00,9.22,0.0011,591.73,217.37,Noticeable
3,2025-01-01T09:43:00,7.49,0.0001,151.15,161.09,Stinky
3,2025-01-01T09:44:00,8.62,0.0045,51.52,153.79,Fresh
3,2025-01-01T09:45:00,3.3,0.0079,586.82,65.77,Noticeable
3,2025-01-01T09:46:00,7.31,0.0087,201.93,231.75,Fresh
3,2025-01-01T09:47:00,0.45,0.0062,478.54,243.47,Stinky
3,2025-01-01T09:48:00,5.98,0.0071,224.36,153.79,Stinky
3,2025-01-01T09:49:00,9.64,0.0059,311.79,76.9,Noticeable
3,2025-01-01T09:50:00,7.95,0.0059,446.19,195.57,Noticeable
3,2025-01-01T09:51:00,2.96,0.0096,589.86,188.61,Stinky
3,2025-01-01T09:52:00,6.88,0.0016,376.54,104.42,Fresh
3,2025-01-01T09:53:00,5.75,0.003,545.83,5.03,Fresh
3,2025-01-01T09:54:00,5.86,0.0076,440.12,233.86,Noticeable
3,2025-01-01T09:55:00,2.94,0.0034,141.87,235.55,Stinky
3,2025-01-01T09:56:00,1.35,0.0049,584.53,157.71,Stinky
3,2025-01-01T09:57:00,6.82,0.0036,189.9,164.9,Fresh
3,2025-01-01T09:58:00,1.13,0.0004,141.33,153.79,Stinky
3,2025-01-01T09:59:00,1.61,0.0009,246.05,108.39,Fresh
3,2025-01-01T10:00:00,1.95,0.0011,544.31,284.4,Stinky
3,2025-01-01T10:01:00,0.52,0.0069,250.7,133.99,Noticeable
3,2025-01-01T10:02:00,1.02,0.0042,286.16,199.95,Noticeable
3,2025-01-01T10:03:00,6.97,0.0097,338.66,87.68,Stinky
3,2025-01-01T10:04:00,8.87,0.0043,338.94,196.47,Fresh
3,2025-01-01T10:05:00,9.52,0.0073,242.04,245.57,Noticeable
3,2025-01-01T10:06:00,3.55,0.0028,315.4,235.41,Stinky
3,2025-01-01T10:07:00,8.41,0.0037,377.44,85.84,Stinky
3,2025-01-01T10:08:00,2.1,0.0059,333.52,103.35,Fresh
3,2025-01-01T10:09:00,9.72,0.0004,555.99,101.47,Fresh
3,2025-01-01T10:10:00,4.71,0.0079,317.0,223.75,Stinky
3,2025-01-01T10:11:00,2.85,0.0003,109.44,153.79,Fresh
3,2025-01-01T10:12:00,5.06,0.0019,101.52,11.21,Stinky
3,2025-01-01T10:13:00,1.8,0.0003,157.34,153.79,Stinky
3,2025-01-01T10:14:00,9.88,0.0012,181.7,75.52,Noticeable
3,2025-01-01T10:15:00,4.97,0.0002,198.55,176.34,Noticeable
3,2025-01-01T10:16:00,3.09,0.0002,196.74,153.79,Fresh
3,2025-01-01T10:17:00,7.45,0.0016,175.61,293.51,Fresh
3,2025-01-01T10:18:00,4.31,0.0055,380.97,114.04,Stinky
3,2025-01-01T10:19:00,4.3,0.0085,258.02,153.79,Stinky
3,2025-01-01T10:20:00,3.98,0.0044,464.23,115.8,Noticeable
3,2025-01-01T10:21:00,3.26,0.0052,524.7,20.18,Stinky
3,2025-01-01T10:22:00,2.39,0.0084,506.46,206.56,Fresh
3,2025-01-01T10:23:00,8.9,0.0076,80.57,153.79,Noticeable
3,2025-01-01T10:24:00,8.45,0.0018,554.82,136.51,Noticeable
3,2025-01-01T10:25:00,1.39,0.0099,184.5,46.64,Stinky
3,2025-01-01T10:26:00,8.02,0.0061,537.86,114.67,Fresh
3,2025-01-01T10:27:00,3.05,0.0027,310.38,153.79,Fresh
3,2025-01-01T10:28:00,9.54,0.0066,473.31,153.79,Noticeable
3,2025-01-01T10:29:00,2.66,0.0084,87.4,67.47,Fresh
3,2025-01-01T10:30:00,7.35,0.0032,402.82,7.03,Fresh
3,2025-01-01T10:31:00,4.82,0.0037,180.22,96.84,Fresh
3,2025-01-01T10:32:00,1.99,0.0078,284.81,219.41,Stinky
3,2025-01-01T10:33:00,0.5,0.0051,50.63,153.79,Stinky
3,2025-01-01T10:34:00,2.35,0.0046,424.95,50.12,Fresh
3,2025-01-01T10:35:00,2.22,0.0094,589.14,260.8,Fresh
3,2025-01-01T10:36:00,8.59,0.0012,162.02,144.29,Fresh
3,2025-01-01T10:37:00,7.62,0.0021,277.91,62.63,Fresh
3,2025-01-01T10:38:00,7.91,0.0052,88.25,32.45,Stinky
3,2025-01-01T10:39:00,8.38,0.0069,429.86,73.14,Fresh
3,2025-01-01T10:40:00,1.76,0.0024,321.65,69.12,Stinky
3,2025-01-01T10:41:00,1.69,0.0095,79.6,216.31,Noticeable
3,2025-01-01T10:42:00,7.83,0.007,350.08,52.29,Stinky
3,2025-01-01T10:43:00,2.59,0.0005,593.16,190.26,Stinky
3,2025-01-01T10:44:00,3.65,0.0087,373.72,248.52,Noticeable
3,2025-01-01T10:45:00,9.4,0.003,489.91,153.79,Noticeable
3,2025-01-01T10:46:00,3.23,0.0073,95.17,153.79,Noticeable
3,2025-01-01T10:47:00,6.72,0.0035,386.45,81.13,Fresh
3,2025-01-01T10:48:00,8.95,0.0075,594.52,159.69,Fresh
3,2025-01-01T10:49:00,9.89,0.0091,585.18,55.29,Noticeable
3,2025-01-01T10:50:00,2.91,0.0036,277.57,292.37,Stinky
3,2025-01-01T10:51:00,1.87,0.0023,390.83,297.92,Fresh
3,2025-01-01T10:52:00,9.63,0.0047,124.78,124.64,Fresh
3,2025-01-01T10:53:00,7.65,0.0063,575.09,153.79,Fresh
3,2025-01-01T10:54:00,8.67,0.0063,98.45,153.79,Noticeable
3,2025-01-01T10:55:00,6.19,0.006,283.08,260.11,Stinky
3,2025-01-01T10:56:00,1.66,0.0015,521.75,184.21,Noticeable
3,2025-01-01T10:57:00,1.78,0.0095,157.57,196.49,Noticeable
3,2025-01-01T10:58:00,2.42,0.0006,546.17,91.08,Fresh
3,2025-01-01T10:59:00,9.41,0.0096,493.8,141.56,Fresh
3,2025-01-01T11:00:00,7.37,0.0071,386.59,120.4,Fresh
3,2025-01-01T11:01:00,5.58,0.0064,244.01,73.84,Noticeable
3,2025-01-01T11:02:00,1.98,0.0046,452.75,290.01,Noticeable
3,2025-01-01T11:03:00,7.04,0.0,332.0,153.79,Fresh
3,2025-01-01T11:04:00,6.35,0.0072,100.37,5.05,Noticeable
3,2025-01-01T11:05:00,0.43,0.003,582.57,292.77,Noticeable
3,2025-01-01T11:06:00,9.1,0.0011,577.94,31.86,Fresh
3,2025-01-01T11:07:00,4.29,0.0074,492.24,153.79,Fresh
3,2025-01-01T11:08:00,7.08,0.0012,286.61,143.37,Noticeable
3,2025-01-01T11:09:00,3.47,0.0019,505.58,160.02,Noticeable
3,2025-01-01T11:10:00,8.01,0.0031,343.64,150.87,Fresh
3,2025-01-01T11:11:00,5.04,0.0026,507.88,82.58,Noticeable
3,2025-01-01T11:12:00,2.7,0.0095,260.5,287.13,Fresh
3,2025-01-01T11:13:00,2.68,0.0077,476.83,222.2,Stinky
3,2025-01-01T11:14:00,4.99,0.0008,207.01,250.71,Noticeable
3,2025-01-01T11:15:00,0.24,0.008,362.58,131.55,Stinky
3,2025-01-01T11:16:00,5.51,0.0076,204.89,56.23,Stinky
3,2025-01-01T11:17:00,1.45,0.0093,330.72,166.22,Fresh
3,2025-01-01T11:18:00,3.31,0.0001,448.55,260.21,Fresh
3,2025-01-01T11:19:00,8.76,0.006,210.08,105.65,Fresh
3,2025-01-01T11:20:00,1.04,0.0084,270.75,88.35,Fresh
3,2025-01-01T11:21:00,5.03,0.0015,64.14,87.84,Stinky
3,2025-01-01T11:22:00,9.9,0.0038,208.47,61.13,Stinky
3,2025-01-01T11:23:00,5.59,0.0026,462.46,238.14,Noticeable
3,2025-01-01T11:24:00,3.01,0.0013,329.33,153.79,Stinky
3,2025-01-01T11:25:00,5.08,0.006,190.93,184.08,Fresh
3,2025-01-01T11:26:00,2.77,0.0094,337.87,87.57,Noticeable
3,2025-01-01T11:27:00,3.82,0.0075,304.71,146.77,Stinky
3,2025-01-01T11:28:00,8.28,0.0094,447.61,220.32,Fresh
3,2025-01-01T11:29:00,7.74,0.0079,433.54,162.6,Noticeable
3,2025-01-01T11:30:00,3.25,0.0089,181.44,267.19,Noticeable
3,2025-01-01T11:31:00,9.45,0.0028,285.51,138.63,Fresh
3,2025-01-01T11:32:00,9.27,0.0037,511.36,130.94,Noticeable
3,2025-01-01T11:33:00,4.58,0.004,383.4,24.1,Noticeable
3,2025-01-01T11:34:00,7.43,0.0097,532.18,123.75,Stinky
3,2025-01-01T11:35:00,6.5,0.0073,90.32,288.5,Stinky
3,2025-01-01T11:36:00,4.47,0.0079,426.78,88.28,Stinky
3,2025-01-01T11:37:00,2.06,0.0019,185.71,181.46,Noticeable
3,2025-01-01T11:38:00,1.16,0.0011,515.46,12.56,Stinky
3,2025-01-01T11:39:00,5.82,0.0048,440.58,153.79,Stinky
3,2025-01-01T11:40:00,2.88,0.0092,120.65,153.79,Fresh
3,2025-01-01T11:41:00,5.82,0.0014,134.9,245.5,Stinky
3,2025-01-01T11:42:00,9.65,0.0093,296.2,153.79,Stinky
3,2025-01-01T11:43:00,2.64,0.0088,91.59,12.95,Fresh
3,2025-01-01T11:44:00,8.12,0.0058,476.4,153.79,Noticeable
3,2025-01-01T11:45:00,5.21,0.0015,449.88,233.38,Stinky
3,2025-01-01T11:46:00,9.94,0.0089,358.32,290.77,Fresh
3,2025-01-01T11:47:00,2.63,0.0059,182.28,113.1,Fresh
3,2025-01-01T11:48:00,4.05,0.0024,246.6,121.62,Stinky
3,2025-01-01T11:49:00,3.15,0.0062,213.32,281.67,Stinky
3,2025-01-01T11:50:00,1.38,0.0017,303.33,30.89,Fresh
3,2025-01-01T11:51:00,5.54,0.0077,69.6,226.7,Noticeable
3,2025-01-01T11:52:00,5.19,0.0001,407.17,9.2,Fresh
3,2025-01-01T11:53:00,8.0,0.0053,113.19,147.47,Fresh
3,2025-01-01T11:54:00,8.85,0.0039,575.23,286.16,Stinky
3,2025-01-01T11:55:00,7.1,0.0056,123.9,153.79,Stinky
3,2025-01-01T11:56:00,9.52,0.0074,330.61,87.55,Noticeable
3,2025-01-01T11:57:00,3.13,0.0087,465.51,153.79,Stinky
3,2025-01-01T11:58:00,1.41,0.0051,189.57,246.53,Noticeable
3,2025-01-01T11:59:00,8.6,0.0057,221.86,153.79,Stinky
3,2025-01-01T12:00:00,4.99,0.0091,313.71,285.47,Fresh
3,2025-01-01T12:01:00,5.5,0.0068,258.7,80.01,Noticeable
3,2025-01-01T12:02:00,5.25,0.0068,180.19,98.28,Noticeable
3,2025-01-01T12:03:00,9.82,0.0026,86.74,209.23,Stinky
3,2025-01-01T12:04:00,6.27,0.0067,528.79,64.67,Fresh
3,2025-01-01T12:05:00,4.43,0.005,309.04,92.4,Fresh
3,2025-01-01T12:06:00,3.6,0.0097,143.61,153.79,Stinky
3,2025-01-01T12:07:00,6.9,0.0008,377.64,130.29,Fresh
3,2025-01-01T12:08:00,7.03,0.0053,401.92,107.71,Fresh
3,2025-01-01T12:09:00,1.64,0.0096,196.09,228.05,Noticeable
3,2025-01-01T12:10:00,9.07,0.0005,69.73,116.48,Fresh
3,2025-01-01T12:11:00,0.49,0.0091,495.37,16.7,Noticeable
3,2025-01-01T12:12:00,9.53,0.0032,352.26,168.41,Fresh
3,2025-01-01T12:13:00,0.72,0.0,212.73,153.79,Stinky
3,2025-01-01T12:14:00,0.66,0.0019,447.56,293.0,Fresh
3,2025-01-01T12:15:00,1.53,0.0094,244.09,272.53,Fresh
3,2025-01-01T12:16:00,2.55,0.0093,272.67,207.63,Stinky
3,2025-01-01T12:17:00,8.72,0.009,168.16,276.11,Noticeable
3,2025-01-01T12:18:00,6.16,0.0014,76.2,41.95,Noticeable
3,2025-01-01T12:19:00,3.13,0.0018,141.43,190.73,Stinky
3,2025-01-01T12:20:00,4.66,0.0065,496.92,153.79,Stinky
3,2025-01-01T12:21:00,2.22,0.0078,427.14,111.26,Fresh
3,2025-01-01T12:22:00,4.79,0.0059,142.97,203.2,Noticeable
3,2025-01-01T12:23:00,3.07,0.0028,353.14,268.73,Noticeable
3,2025-01-01T12:24:00,6.36,0.0063,535.9,272.92,Fresh
3,2025-01-01T12:25:00,3.83,0.0081,288.47,7.23,Stinky
3,2025-01-01T12:26:00,3.7,0.0097,66.16,27.01,Stinky
3,2025-01-01T12:27:00,2.91,0.0074,170.61,46.62,Noticeable
3,2025-01-01T12:28:00,8.95,0.0084,485.84,49.24,Stinky
